VacancyID,WaitlistName,ProviderName,DateVacancyReported,DateBedAvailable,IsPrivateRoom,RoomGenderLimitation
620,PRIORITY ACCESS COAST,Care Home 020,2022-06-13,2022-06-16,0,
621,PRIORITY ACCESS NORTH SHORE,Care Home 006,2025-01-05,2025-01-08,1,
622,PRIORITY ACCESS NORTH SHORE,Care Home 030,2024-10-05,2024-10-10,1,
623,PRIORITY ACCESS RICHMOND,Care Home 026,2024-11-02,2024-11-03,1,
624,PRIORITY ACCESS RICHMOND,Care Home 015,2023-11-05,2023-11-11,0,
625,PRIORITY ACCESS VANCOUVER,Care Home 013,2022-04-30,2022-05-04,1,Male
626,PRIORITY ACCESS VANCOUVER,Care Home 018,2024-09-01,2024-09-08,0,
627,PRIORITY ACCESS NORTH SHORE,Care Home 002,2022-07-29,2022-08-03,0,
628,PRIORITY ACCESS NORTH SHORE,Care Home 025,2023-06-20,2023-06-21,0,
629,PRIORITY ACCESS VANCOUVER,Care Home 011,2023-06-30,2023-07-03,0,
630,PRIORITY ACCESS RICHMOND,Care Home 026,2023-04-24,2023-04-25,0,
631,PRIORITY ACCESS NORTH SHORE,Care Home 005,2023-12-03,2023-12-04,0,
632,PRIORITY ACCESS RICHMOND,Care Home 003,2022-12-09,2022-12-13,1,
633,PRIORITY ACCESS NORTH SHORE,Care Home 005,2023-02-09,2023-02-15,1,Male
634,PRIORITY ACCESS VANCOUVER,Care Home 011,2024-06-05,2024-06-06,0,
635,PRIORITY ACCESS RICHMOND,Care Home 003,2024-09-16,2024-09-19,0,
636,PRIORITY ACCESS NORTH SHORE,Care Home 006,2025-02-19,2025-02-26,1,
637,PRIORITY ACCESS NORTH SHORE,Care Home 008,2023-05-22,2023-05-26,0,
638,PRIORITY ACCESS COAST,Care Home 021,2024-06-11,2024-06-15,1,
639,PRIORITY ACCESS VANCOUVER,Care Home 027,2023-10-13,2023-10-17,0,
640,PRIORITY ACCESS RICHMOND,Care Home 017,2024-12-18,2024-12-22,0,Male
641,PRIORITY ACCESS COAST,Care Home 021,2022-10-27,2022-10-31,1,
642,PRIORITY ACCESS RICHMOND,Care Home 012,2022-12-09,2022-12-16,0,
643,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-06-21,2024-06-22,0,
644,PRIORITY ACCESS RICHMOND,Care Home 026,2022-07-13,2022-07-15,1,
645,PRIORITY ACCESS NORTH SHORE,Care Home 028,2022-05-30,2022-06-04,0,
646,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-08-30,2024-09-06,0,
647,PRIORITY ACCESS RICHMOND,Care Home 022,2024-12-07,2024-12-12,0,Male
648,PRIORITY ACCESS NORTH SHORE,Care Home 006,2024-03-08,2024-03-11,0,
649,PRIORITY ACCESS VANCOUVER,Care Home 014,2023-09-13,2023-09-15,0,
650,PRIORITY ACCESS VANCOUVER,Care Home 011,2023-08-26,2023-09-01,0,
651,PRIORITY ACCESS VANCOUVER,Care Home 018,2024-09-22,2024-09-27,0,
652,PRIORITY ACCESS COAST,Care Home 019,2024-05-07,2024-05-09,0,
653,PRIORITY ACCESS COAST,Care Home 020,2025-01-03,2025-01-07,1,
654,PRIORITY ACCESS NORTH SHORE,Care Home 004,2023-01-16,2023-01-22,0,
655,PRIORITY ACCESS NORTH SHORE,Care Home 016,2023-03-19,2023-03-20,1,
656,PRIORITY ACCESS NORTH SHORE,Care Home 001,2024-05-21,2024-05-28,0,
657,PRIORITY ACCESS NORTH SHORE,Care Home 025,2023-02-10,2023-02-13,0,
658,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-05-10,2024-05-13,1,
659,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-07-12,2024-07-14,0,
660,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-12-31,2025-01-03,1,
661,PRIORITY ACCESS NORTH SHORE,Care Home 016,2022-11-27,2022-11-30,0,
662,PRIORITY ACCESS RICHMOND,Care Home 026,2024-07-01,2024-07-07,0,
663,PRIORITY ACCESS NORTH SHORE,Care Home 025,2024-11-15,2024-11-22,1,
664,PRIORITY ACCESS COAST,Care Home 029,2024-12-09,2024-12-16,0,
665,PRIORITY ACCESS VANCOUVER,Care Home 027,2024-02-14,2024-02-16,0,
666,PRIORITY ACCESS NORTH SHORE,Care Home 006,2022-05-07,2022-05-12,0,Male
667,PRIORITY ACCESS COAST,Care Home 021,2024-05-02,2024-05-04,0,
668,PRIORITY ACCESS COAST,Care Home 020,2024-12-23,2024-12-24,0,
669,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-03-27,2024-03-30,1,
670,PRIORITY ACCESS RICHMOND,Care Home 022,2022-12-04,2022-12-07,1,
671,PRIORITY ACCESS RICHMOND,Care Home 026,2024-11-30,2024-12-04,1,
672,PRIORITY ACCESS RICHMOND,Care Home 012,2023-11-21,2023-11-27,0,
673,PRIORITY ACCESS RICHMOND,Care Home 012,2023-07-07,2023-07-09,0,Female
674,PRIORITY ACCESS COAST,Care Home 029,2024-08-30,2024-09-01,0,
675,PRIORITY ACCESS COAST,Care Home 019,2023-09-30,2023-10-05,0,
676,PRIORITY ACCESS NORTH SHORE,Care Home 028,2023-12-15,2023-12-17,1,
677,PRIORITY ACCESS RICHMOND,Care Home 024,2024-08-07,2024-08-11,0,
678,PRIORITY ACCESS NORTH SHORE,Care Home 016,2023-03-28,2023-04-03,0,
679,PRIORITY ACCESS NORTH SHORE,Care Home 008,2022-05-20,2022-05-27,0,
680,PRIORITY ACCESS COAST,Care Home 029,2023-02-08,2023-02-12,0,
681,PRIORITY ACCESS RICHMOND,Care Home 017,2024-06-16,2024-06-23,0,
682,PRIORITY ACCESS NORTH SHORE,Care Home 030,2022-04-27,2022-04-29,1,
683,PRIORITY ACCESS NORTH SHORE,Care Home 008,2024-08-16,2024-08-21,0,
684,PRIORITY ACCESS NORTH SHORE,Care Home 008,2023-10-03,2023-10-08,1,
685,PRIORITY ACCESS COAST,Care Home 019,2024-05-13,2024-05-14,0,
686,PRIORITY ACCESS RICHMOND,Care Home 012,2022-04-17,2022-04-22,0,
687,PRIORITY ACCESS RICHMOND,Care Home 017,2023-04-30,2023-05-04,0,
688,PRIORITY ACCESS NORTH SHORE,Care Home 025,2024-10-01,2024-10-08,1,Female
689,PRIORITY ACCESS NORTH SHORE,Care Home 004,2023-01-31,2023-02-06,1,
690,PRIORITY ACCESS VANCOUVER,Care Home 011,2022-04-05,2022-04-10,1,
691,PRIORITY ACCESS VANCOUVER,Care Home 014,2022-10-31,2022-11-04,0,
692,PRIORITY ACCESS COAST,Care Home 020,2024-11-07,2024-11-13,0,
693,PRIORITY ACCESS COAST,Care Home 020,2024-05-20,2024-05-27,0,
694,PRIORITY ACCESS COAST,Care Home 029,2024-12-29,2025-01-02,0,
695,PRIORITY ACCESS COAST,Care Home 029,2023-10-09,2023-10-13,1,
696,PRIORITY ACCESS NORTH SHORE,Care Home 004,2022-09-01,2022-09-05,0,
697,PRIORITY ACCESS COAST,Care Home 019,2022-05-26,2022-05-29,0,
698,PRIORITY ACCESS NORTH SHORE,Care Home 016,2023-09-07,2023-09-10,0,
699,PRIORITY ACCESS RICHMOND,Care Home 024,2023-02-14,2023-02-16,0,
700,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-11-16,2024-11-19,1,Male
701,PRIORITY ACCESS VANCOUVER,Care Home 027,2023-12-14,2023-12-21,0,
702,PRIORITY ACCESS RICHMOND,Care Home 022,2023-11-18,2023-11-21,1,
703,PRIORITY ACCESS VANCOUVER,Care Home 011,2025-02-21,2025-02-22,0,
704,PRIORITY ACCESS RICHMOND,Care Home 017,2024-02-01,2024-02-06,0,
705,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-01-16,2024-01-18,1,
706,PRIORITY ACCESS RICHMOND,Care Home 022,2024-05-03,2024-05-09,0,
707,PRIORITY ACCESS VANCOUVER,Care Home 023,2023-01-08,2023-01-11,0,
708,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-07-29,2024-07-30,0,
709,PRIORITY ACCESS COAST,Care Home 020,2022-10-06,2022-10-09,0,
710,PRIORITY ACCESS RICHMOND,Care Home 003,2023-07-27,2023-08-03,0,
711,PRIORITY ACCESS NORTH SHORE,Care Home 028,2023-10-25,2023-10-26,0,
712,PRIORITY ACCESS COAST,Care Home 021,2023-05-28,2023-06-04,0,
713,PRIORITY ACCESS RICHMOND,Care Home 012,2023-11-21,2023-11-27,1,
714,PRIORITY ACCESS VANCOUVER,Care Home 023,2023-12-04,2023-12-07,0,
715,PRIORITY ACCESS RICHMOND,Care Home 015,2023-01-29,2023-02-01,0,
716,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-09-16,2023-09-17,0,
717,PRIORITY ACCESS RICHMOND,Care Home 015,2022-06-10,2022-06-13,0,
718,PRIORITY ACCESS VANCOUVER,Care Home 009,2022-09-11,2022-09-12,0,
719,PRIORITY ACCESS VANCOUVER,Care Home 018,2023-04-19,2023-04-21,0,
720,PRIORITY ACCESS RICHMOND,Care Home 015,2023-09-27,2023-09-29,0,
721,PRIORITY ACCESS COAST,Care Home 029,2022-12-07,2022-12-14,1,
722,PRIORITY ACCESS NORTH SHORE,Care Home 025,2024-08-20,2024-08-24,0,
723,PRIORITY ACCESS NORTH SHORE,Care Home 001,2024-09-23,2024-09-28,0,
724,PRIORITY ACCESS RICHMOND,Care Home 022,2024-08-13,2024-08-17,0,
725,PRIORITY ACCESS RICHMOND,Care Home 022,2023-02-26,2023-02-28,0,
726,PRIORITY ACCESS NORTH SHORE,Care Home 025,2025-01-30,2025-01-31,1,
727,PRIORITY ACCESS NORTH SHORE,Care Home 008,2022-05-02,2022-05-09,0,
728,PRIORITY ACCESS NORTH SHORE,Care Home 016,2025-02-19,2025-02-22,0,
729,PRIORITY ACCESS NORTH SHORE,Care Home 001,2024-12-08,2024-12-14,0,
730,PRIORITY ACCESS VANCOUVER,Care Home 013,2022-09-26,2022-09-28,1,
731,PRIORITY ACCESS VANCOUVER,Care Home 023,2022-09-18,2022-09-21,1,
732,PRIORITY ACCESS RICHMOND,Care Home 022,2023-02-13,2023-02-15,0,
733,PRIORITY ACCESS RICHMOND,Care Home 017,2023-12-23,2023-12-27,0,
734,PRIORITY ACCESS NORTH SHORE,Care Home 008,2024-04-22,2024-04-23,0,
735,PRIORITY ACCESS VANCOUVER,Care Home 018,2023-10-21,2023-10-23,0,
736,PRIORITY ACCESS RICHMOND,Care Home 015,2024-07-12,2024-07-14,0,
737,PRIORITY ACCESS VANCOUVER,Care Home 007,2025-02-18,2025-02-19,0,
738,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-09-08,2024-09-09,0,
739,PRIORITY ACCESS RICHMOND,Care Home 003,2024-11-21,2024-11-28,0,
740,PRIORITY ACCESS VANCOUVER,Care Home 018,2023-10-12,2023-10-16,1,Female
741,PRIORITY ACCESS COAST,Care Home 020,2023-12-17,2023-12-20,0,
742,PRIORITY ACCESS NORTH SHORE,Care Home 016,2023-07-19,2023-07-20,0,
743,PRIORITY ACCESS COAST,Care Home 021,2023-01-28,2023-01-30,0,
744,PRIORITY ACCESS NORTH SHORE,Care Home 005,2022-05-23,2022-05-25,0,
745,PRIORITY ACCESS VANCOUVER,Care Home 023,2023-11-12,2023-11-16,1,
746,PRIORITY ACCESS RICHMOND,Care Home 015,2022-08-03,2022-08-09,0,
747,PRIORITY ACCESS NORTH SHORE,Care Home 004,2023-03-01,2023-03-03,0,
748,PRIORITY ACCESS RICHMOND,Care Home 022,2023-10-27,2023-11-01,0,
749,PRIORITY ACCESS COAST,Care Home 029,2024-04-25,2024-04-26,0,
750,PRIORITY ACCESS NORTH SHORE,Care Home 025,2024-09-18,2024-09-19,0,
751,PRIORITY ACCESS VANCOUVER,Care Home 018,2023-10-21,2023-10-26,0,
752,PRIORITY ACCESS NORTH SHORE,Care Home 001,2023-09-07,2023-09-12,1,
753,PRIORITY ACCESS NORTH SHORE,Care Home 002,2023-01-21,2023-01-23,0,
754,PRIORITY ACCESS RICHMOND,Care Home 024,2022-10-13,2022-10-20,0,
755,PRIORITY ACCESS NORTH SHORE,Care Home 005,2022-11-08,2022-11-13,1,
756,PRIORITY ACCESS RICHMOND,Care Home 015,2023-11-16,2023-11-20,0,
757,PRIORITY ACCESS VANCOUVER,Care Home 009,2022-07-25,2022-08-01,0,
758,PRIORITY ACCESS COAST,Care Home 019,2022-05-28,2022-06-04,0,Male
759,PRIORITY ACCESS COAST,Care Home 029,2022-05-31,2022-06-04,0,
760,PRIORITY ACCESS NORTH SHORE,Care Home 016,2024-05-24,2024-05-25,0,
761,PRIORITY ACCESS VANCOUVER,Care Home 007,2022-11-02,2022-11-08,0,
762,PRIORITY ACCESS COAST,Care Home 029,2024-02-22,2024-02-26,1,
763,PRIORITY ACCESS VANCOUVER,Care Home 009,2022-10-20,2022-10-26,0,
764,PRIORITY ACCESS VANCOUVER,Care Home 023,2022-12-18,2022-12-24,1,
765,PRIORITY ACCESS VANCOUVER,Care Home 007,2023-12-17,2023-12-18,0,
766,PRIORITY ACCESS COAST,Care Home 019,2023-05-10,2023-05-12,0,
767,PRIORITY ACCESS VANCOUVER,Care Home 013,2023-10-24,2023-10-30,0,Female
768,PRIORITY ACCESS COAST,Care Home 029,2023-07-04,2023-07-06,0,
769,PRIORITY ACCESS VANCOUVER,Care Home 023,2024-03-29,2024-04-02,1,
770,PRIORITY ACCESS VANCOUVER,Care Home 013,2023-06-16,2023-06-22,0,
771,PRIORITY ACCESS NORTH SHORE,Care Home 004,2023-02-14,2023-02-21,0,
772,PRIORITY ACCESS VANCOUVER,Care Home 027,2023-08-01,2023-08-02,1,
773,PRIORITY ACCESS NORTH SHORE,Care Home 001,2024-10-25,2024-10-27,0,
774,PRIORITY ACCESS NORTH SHORE,Care Home 010,2023-10-16,2023-10-20,1,
775,PRIORITY ACCESS NORTH SHORE,Care Home 001,2023-03-02,2023-03-06,0,
776,PRIORITY ACCESS NORTH SHORE,Care Home 010,2022-11-23,2022-11-26,1,Female
777,PRIORITY ACCESS NORTH SHORE,Care Home 001,2024-04-23,2024-04-24,0,
778,PRIORITY ACCESS VANCOUVER,Care Home 018,2024-01-18,2024-01-23,1,Male
779,PRIORITY ACCESS COAST,Care Home 019,2023-05-23,2023-05-30,0,
780,PRIORITY ACCESS RICHMOND,Care Home 017,2023-06-22,2023-06-23,1,Female
781,PRIORITY ACCESS RICHMOND,Care Home 012,2023-06-30,2023-07-07,0,
782,PRIORITY ACCESS VANCOUVER,Care Home 009,2025-01-25,2025-01-30,0,Female
783,PRIORITY ACCESS NORTH SHORE,Care Home 002,2024-01-13,2024-01-18,0,
784,PRIORITY ACCESS NORTH SHORE,Care Home 005,2024-03-18,2024-03-19,1,
785,PRIORITY ACCESS VANCOUVER,Care Home 014,2022-12-28,2023-01-03,0,
786,PRIORITY ACCESS RICHMOND,Care Home 024,2025-02-28,2025-03-04,0,
787,PRIORITY ACCESS NORTH SHORE,Care Home 001,2024-01-04,2024-01-05,0,
788,PRIORITY ACCESS VANCOUVER,Care Home 013,2023-12-18,2023-12-22,0,
789,PRIORITY ACCESS VANCOUVER,Care Home 011,2023-12-06,2023-12-08,0,
790,PRIORITY ACCESS NORTH SHORE,Care Home 028,2024-03-11,2024-03-17,1,
791,PRIORITY ACCESS RICHMOND,Care Home 015,2024-11-29,2024-12-01,0,
792,PRIORITY ACCESS RICHMOND,Care Home 026,2022-11-23,2022-11-24,0,
793,PRIORITY ACCESS NORTH SHORE,Care Home 025,2024-06-01,2024-06-04,0,
794,PRIORITY ACCESS NORTH SHORE,Care Home 001,2025-01-14,2025-01-19,0,
795,PRIORITY ACCESS VANCOUVER,Care Home 027,2022-10-18,2022-10-20,0,Female
796,PRIORITY ACCESS NORTH SHORE,Care Home 006,2023-03-25,2023-03-30,1,
797,PRIORITY ACCESS NORTH SHORE,Care Home 005,2024-03-26,2024-04-02,0,
798,PRIORITY ACCESS NORTH SHORE,Care Home 028,2022-07-17,2022-07-23,0,
799,PRIORITY ACCESS VANCOUVER,Care Home 018,2023-03-27,2023-03-30,0,
800,PRIORITY ACCESS NORTH SHORE,Care Home 030,2022-10-13,2022-10-15,1,
